,CUSTOMER_LATITUDE,CUSTOMER_LONGITUDE,CUSTOMER_TIME_WINDOW_FROM_MIN,CUSTOMER_TIME_WINDOW_TO_MIN,CUSTOMER_DELIVERY_SERVICE_TIME_MIN,TOTAL_WEIGHT_KG,a,b,d
290,43.37824092,17.56334723,481.0,961.0,10.18,17.22042,481.0,961.0,10.18
291,43.47044321,17.33773203,481.0,961.0,9.06,2.748,481.0,961.0,9.06
292,43.9845416,17.27298181,481.0,961.0,11.13,31.3,481.0,961.0,11.13
293,43.35020399,17.79493519,481.0,961.0,8.79,18.806,481.0,961.0,8.79
294,43.37916,17.60656,481.0,961.0,9.73,45.8472,481.0,961.0,9.73
295,43.1568758,17.91103418,481.0,961.0,8.66,43.953,481.0,961.0,8.66
296,43.34425513,17.8136708,481.0,961.0,8.37,15.044,481.0,961.0,8.37
297,44.05475049,17.44977762,480.0,840.0,20.58,133.04,480.0,840.0,20.58
298,42.70812,18.34709,481.0,961.0,20.0,9.014,481.0,961.0,20.0
299,43.37776,17.55557,481.0,961.0,9.86,50.748,481.0,961.0,9.86
300,43.34942,17.79687,480.0,900.0,20.37,39.124,480.0,900.0,20.37
301,43.34601,17.80105,480.0,900.0,25.04,77.069,480.0,900.0,25.04
302,43.3444,17.81322,480.0,900.0,15.0,6.157,480.0,900.0,15.0
303,43.19769,17.5463,480.0,900.0,11.83,23.997,480.0,900.0,11.83
304,43.382311,17.592223,480.0,900.0,18.38,51.41,480.0,900.0,18.38
305,43.11036,17.70165,480.0,900.0,10.48,12.978,480.0,900.0,10.48
306,43.37047,17.41708,480.0,900.0,11.0,1.121,480.0,900.0,11.0
307,43.47037,17.33143,480.0,900.0,9.68,9.16755,480.0,900.0,9.68
308,43.82201,16.99546,480.0,900.0,16.98,49.892,480.0,900.0,16.98
309,43.46470189,17.31043644,481.0,961.0,10.64,25.334,481.0,961.0,10.64
310,43.34244532,17.42992216,481.0,961.0,8.78,10.97523,481.0,961.0,8.78
311,43.82173,16.9971,480.0,840.0,28.7,206.615,480.0,840.0,28.7
312,43.47582956,17.32276225,481.0,961.0,10.39,20.27739,481.0,961.0,10.39
313,43.189403,17.679732,481.0,961.0,9.09,5.355,481.0,961.0,9.09
314,43.99059,17.27981,480.0,840.0,15.0,19.046,480.0,840.0,15.0
315,43.38594,17.59217,480.0,840.0,12.7,60.229,480.0,840.0,12.7
316,43.11035251,17.70323897,480.0,840.0,23.09,122.772,480.0,840.0,23.09
317,43.34455,17.80581,480.0,840.0,7.79,2.268,480.0,840.0,7.79
318,43.33748,17.80009,480.0,840.0,13.0,14.399,480.0,840.0,13.0
319,43.33583,17.80148,480.0,840.0,15.99,48.938,480.0,840.0,15.99
320,43.33777,17.80771,480.0,840.0,8.82,32.054,480.0,840.0,8.82
321,43.3503,17.80166,480.0,840.0,43.42,510.983,480.0,840.0,43.42
322,43.19572942,17.67561221,480.0,840.0,20.31,133.882,480.0,840.0,20.31
323,42.92648,17.61521,480.0,840.0,22.12,141.176,480.0,840.0,22.12
324,43.71695937,17.23264032,481.0,961.0,9.12,20.065626,481.0,961.0,9.12
325,43.34668,17.8017,480.0,840.0,11.75,19.780425,480.0,840.0,11.75
326,43.3505,17.79755,480.0,840.0,8.81,10.3845,480.0,840.0,8.81
327,43.34129,17.80184,480.0,840.0,16.89,86.076,480.0,840.0,16.89
328,43.34646,17.79313,480.0,840.0,14.5,48.2051535,480.0,840.0,14.5
329,43.25176,17.83719,480.0,840.0,14.91,33.1632,480.0,840.0,14.91
330,43.35379,17.79422,480.0,840.0,13.63,311.472,480.0,840.0,13.63
331,43.2930298,17.76163602,481.0,961.0,7.86,10.5,481.0,961.0,7.86
332,43.82444,16.99955,481.0,961.0,8.72,11.172,481.0,961.0,8.72
333,43.57045516,17.2857266,481.0,961.0,8.1,3.213,481.0,961.0,8.1
334,43.34914,17.79765,480.0,840.0,10.8,17.39808,480.0,840.0,10.8
335,43.35282,17.79307,481.0,961.0,19.83,54.895,481.0,961.0,19.83
336,42.92051,17.61339,481.0,961.0,8.94,66.213,481.0,961.0,8.94
337,43.35025,17.8009,481.0,961.0,8.33,2.49942,481.0,961.0,8.33
338,43.35065711,17.48231107,481.0,961.0,8.11,3.5511,481.0,961.0,8.11
339,43.1982479,17.54493499,481.0,961.0,15.0,16.408,481.0,961.0,15.0
340,43.35497,17.81335,481.0,961.0,11.91,14.877,481.0,961.0,11.91
341,42.72028,18.35786,481.0,961.0,20.0,62.533,481.0,961.0,20.0
342,43.11185,17.71222,480.0,900.0,9.87,112.476,480.0,900.0,9.87
343,43.25385,18.1194,481.0,961.0,11.46,52.609,481.0,961.0,11.46
344,43.3235,17.83111,481.0,961.0,64.44,582.715,481.0,961.0,64.44
345,43.65997622,17.76313835,481.0,961.0,17.2,122.332,481.0,961.0,17.2
346,43.71229,17.23658,480.0,900.0,26.37,263.021,480.0,900.0,26.37
347,43.71704,17.23412,481.0,961.0,10.4,76.23,481.0,961.0,10.4
348,43.62293339,17.25656563,481.0,961.0,8.88,39.606,481.0,961.0,8.88
349,43.804,16.99476,481.0,961.0,26.9,435.052,481.0,961.0,26.9
350,43.82317,16.99404,481.0,961.0,29.16,422.684,481.0,961.0,29.16
351,43.82746,17.00381,481.0,961.0,9.59,1.90449,481.0,961.0,9.59
352,43.71608,17.23162,481.0,961.0,8.8,2.872,481.0,961.0,8.8
353,43.82068,17.01658,481.0,961.0,13.9,171.884,481.0,961.0,13.9
354,43.1094,17.70362,481.0,961.0,8.26,0.598,481.0,961.0,8.26
355,43.70264,17.21033,481.0,961.0,28.93,319.615,481.0,961.0,28.93
356,43.34135,17.7989,481.0,961.0,11.95,18.1503,481.0,961.0,11.95
357,43.38225,17.59335,481.0,961.0,17.78,43.329,481.0,961.0,17.78
358,43.472493,17.327104,481.0,961.0,9.31,3.0219,481.0,961.0,9.31
359,43.36722164,17.42251926,481.0,961.0,11.33,4.20735,481.0,961.0,11.33
360,43.47712,17.31809,481.0,961.0,8.78,54.39,481.0,961.0,8.78
361,43.37811,17.55402,481.0,961.0,8.8,11.092746,481.0,961.0,8.8
362,43.34178,17.81311,481.0,961.0,9.28,1.73985,481.0,961.0,9.28
363,43.12116036,17.68610501,481.0,961.0,9.58,14.2758,481.0,961.0,9.58
364,42.72212,18.35383,481.0,961.0,12.41,38.296,481.0,961.0,12.41
365,43.08611841,17.93294632,481.0,961.0,8.71,5.9094,481.0,961.0,8.71
366,43.38176,17.59155,481.0,961.0,13.32,172.647,481.0,961.0,13.32
367,43.0512045,17.67280126,481.0,961.0,8.19,6.426,481.0,961.0,8.19
368,43.22527202,17.71125341,481.0,961.0,8.7,6.489,481.0,961.0,8.7
369,43.34702534,17.81660819,481.0,961.0,8.96,8.12721,481.0,961.0,8.96
370,43.70177,17.21097,481.0,961.0,8.52,1.008,481.0,961.0,8.52
371,43.25739,18.11307,481.0,961.0,10.59,19.227,481.0,961.0,10.59
372,43.25596499,18.11753595,481.0,961.0,16.26,63.905,481.0,961.0,16.26
373,43.54998018,17.42732548,481.0,961.0,8.05,4.826,481.0,961.0,8.05
374,43.4744,17.32819,481.0,961.0,13.63,311.472,481.0,961.0,13.63
375,43.71837,17.21969,481.0,961.0,8.79,16.868,481.0,961.0,8.79
376,43.30622219,17.82287115,481.0,961.0,25.34,520.849,481.0,961.0,25.34
377,43.19973391,17.57997536,481.0,961.0,15.0,4.375,481.0,961.0,15.0
378,43.13654,17.78489,481.0,961.0,8.12,12.6,481.0,961.0,8.12
379,43.36807958,17.42099577,481.0,961.0,9.6,54.0771,481.0,961.0,9.6
380,43.46907801,17.33702249,481.0,961.0,8.73,6.378,481.0,961.0,8.73
381,43.35324,17.79377,481.0,961.0,10.2,129.78,481.0,961.0,10.2
382,43.83042464,16.9932639,481.0,961.0,12.34,95.577384,481.0,961.0,12.34
383,43.19161515,17.68348718,481.0,961.0,13.91,45.175,481.0,961.0,13.91
384,42.89103,18.41611,481.0,961.0,10.44,55.481034,481.0,961.0,10.44
385,43.40788,17.87478,481.0,961.0,15.28,40.025685,481.0,961.0,15.28
386,43.37012299,17.42603832,481.0,961.0,16.06,72.697,481.0,961.0,16.06
387,43.33684662,17.56057256,481.0,961.0,8.35,3.259452,481.0,961.0,8.35
388,43.22622578,17.70915055,481.0,961.0,12.79,27.486,481.0,961.0,12.79
389,43.35337,17.79343,481.0,961.0,8.79,2.2113,481.0,961.0,8.79
390,43.2584888,18.11349922,481.0,961.0,11.14,21.857304,481.0,961.0,11.14
391,43.26749,17.83281,481.0,961.0,12.41,17.822,481.0,961.0,12.41
392,43.33848,17.79858,481.0,961.0,8.21,8.568,481.0,961.0,8.21
393,43.29506012,17.76315952,481.0,961.0,15.42,41.977,481.0,961.0,15.42
394,43.48189308,17.30045863,481.0,961.0,18.18,364.289,481.0,961.0,18.18
395,43.70716,17.2229,481.0,961.0,9.1,16.375,481.0,961.0,9.1
396,43.31416565,17.38825136,481.0,961.0,9.98,14.960568,481.0,961.0,9.98
397,44.07279459,17.44759255,481.0,961.0,8.61,8.87796,481.0,961.0,8.61
398,43.36862789,17.42918857,481.0,961.0,9.6,16.513728,481.0,961.0,9.6
399,43.99062151,17.2798356,481.0,961.0,15.0,21.861,481.0,961.0,15.0
400,43.08709,17.93107,481.0,961.0,19.16,425.395,481.0,961.0,19.16
401,43.98758,17.2757,481.0,961.0,25.0,120.805,481.0,961.0,25.0
402,43.25657,18.13378,481.0,961.0,17.88,190.685,481.0,961.0,17.88
403,43.22818015,17.69631887,481.0,961.0,13.15,48.009,481.0,961.0,13.15
404,43.12445,17.86164,481.0,961.0,14.94,53.556,481.0,961.0,14.94
405,43.16733,18.53412,481.0,961.0,14.66,25.53705,481.0,961.0,14.66
406,43.48842525,17.28596234,481.0,961.0,9.24,67.578,481.0,961.0,9.24
407,43.07658527,17.71537328,480.0,840.0,12.21,54.601,480.0,840.0,12.21
408,43.20614682,17.78742814,480.0,840.0,9.6,12.778248,480.0,840.0,9.6
409,43.22866482,17.69685531,480.0,840.0,18.34,118.287,480.0,840.0,18.34
410,43.22780491,17.69687677,480.0,840.0,22.34,238.972,480.0,840.0,22.34
411,43.24246863,17.65760923,480.0,840.0,8.24,13.608,480.0,840.0,8.24
412,43.20674,17.6682,480.0,840.0,21.6,285.648,480.0,840.0,21.6
413,43.47523786,17.32810521,480.0,840.0,9.51,16.6022325,480.0,840.0,9.51
414,43.3515,17.80095,480.0,840.0,14.5,90.796,480.0,840.0,14.5
415,43.38201,17.59221,480.0,840.0,19.49,112.864,480.0,840.0,19.49
416,43.22277,17.69146,480.0,900.0,124.8,4263.998,480.0,900.0,124.8
417,43.195593,17.676524,480.0,840.0,9.66,32.67705,480.0,840.0,9.66
418,43.367,17.42341,481.0,961.0,9.56,14.367,481.0,961.0,9.56
419,42.8798,18.43202,481.0,961.0,9.91,57.105804,481.0,961.0,9.91
420,43.37195186,17.31434041,481.0,961.0,23.57,190.583,481.0,961.0,23.57
421,43.3059,17.82088,480.0,840.0,39.94,477.668,480.0,840.0,39.94
422,43.37306,17.60902,481.0,961.0,11.06,181.125,481.0,961.0,11.06
423,43.33812,17.81055,481.0,961.0,16.0,3.346,481.0,961.0,16.0
424,43.35132,17.80488,481.0,961.0,13.5,1.499,481.0,961.0,13.5
425,43.6609542,17.76228004,480.0,840.0,36.05,308.457,480.0,840.0,36.05
426,43.11665,17.71322,480.0,840.0,33.99,167.316,480.0,840.0,33.99
427,43.1377,17.77995,480.0,840.0,9.34,17.72295,480.0,840.0,9.34
428,43.083,17.95873,480.0,840.0,12.61,33.493,480.0,840.0,12.61
429,43.07982,17.94985,480.0,840.0,14.69,74.71,480.0,840.0,14.69
430,43.71882,17.23422,480.0,840.0,18.88,128.678,480.0,840.0,18.88
431,43.47243497,17.32707524,481.0,961.0,10.78,24.659418,481.0,961.0,10.78
432,43.61349822,16.99472838,480.0,900.0,13.64,73.351,480.0,900.0,13.64
433,43.1135752,17.7051397,481.0,961.0,13.39,38.713668,481.0,961.0,13.39
434,43.35007,17.79767,481.0,961.0,8.51,0.21525,481.0,961.0,8.51
435,43.34788,17.80341,481.0,961.0,8.81,2.352,481.0,961.0,8.81
436,43.34807,17.80836,481.0,961.0,9.27,1.1109,481.0,961.0,9.27
437,43.25479,18.11055,481.0,961.0,10.55,32.02,481.0,961.0,10.55
438,43.83979,17.17697,481.0,961.0,8.47,11.669,481.0,961.0,8.47
439,43.22891928,17.6998378,480.0,900.0,9.97,12.367,480.0,900.0,9.97
440,44.05408739,17.43662959,480.0,900.0,46.41,652.728,480.0,900.0,46.41
441,42.86648,18.41876,481.0,961.0,9.58,14.679168,481.0,961.0,9.58
442,42.926395,17.615305,481.0,961.0,11.54,220.815,481.0,961.0,11.54
443,43.94001034,17.58122716,481.0,961.0,8.68,31.92,481.0,961.0,8.68
444,42.87409,18.42655,481.0,961.0,10.35,5.448,481.0,961.0,10.35
445,43.30545,17.83166,480.0,900.0,69.0,629.043,480.0,900.0,69.0
446,43.11001558,17.70152194,480.0,840.0,11.68,47.492,480.0,840.0,11.68
447,43.3838493,17.59254417,481.0,961.0,16.44,23.96,481.0,961.0,16.44
448,43.38893651,17.58360414,481.0,961.0,17.28,52.57,481.0,961.0,17.28
449,43.38179994,17.59534712,481.0,961.0,17.86,53.949,481.0,961.0,17.86
450,42.71111,18.35247,481.0,961.0,11.69,22.289,481.0,961.0,11.69
451,43.66067736,17.76222312,481.0,961.0,13.69,10.00335,481.0,961.0,13.69
452,42.926151666666,17.619326666666,481.0,961.0,12.31,172.83,481.0,961.0,12.31
453,43.30797023,17.82298285,481.0,961.0,7.78,1.5498,481.0,961.0,7.78
454,43.19456348,17.67901129,480.0,900.0,13.97,39.747,480.0,900.0,13.97
455,44.08039739,17.44696406,480.0,840.0,10.24,17.021,480.0,840.0,10.24
456,43.18526869,17.67822151,481.0,961.0,8.78,10.269,481.0,961.0,8.78
457,44.196281433105,17.427760362625,481.0,961.0,12.0,8.486,481.0,961.0,12.0
458,42.70068264,18.3479284,481.0,961.0,9.3,18.085,481.0,961.0,9.3
459,43.18446,17.68763,481.0,961.0,10.17,38.51862,481.0,961.0,10.17
460,43.193666,17.5677448,480.0,840.0,13.47,82.518,480.0,840.0,13.47
461,43.7021563,17.21088516,481.0,961.0,12.5,37.1528955,481.0,961.0,12.5
462,43.344521666666,17.800555,481.0,961.0,12.99,22.806504,481.0,961.0,12.99
463,43.33832,17.79684,481.0,961.0,8.04,0.97776,481.0,961.0,8.04
464,43.306728,17.821438,481.0,961.0,8.32,4.725,481.0,961.0,8.32
465,43.35491764,17.81399424,481.0,961.0,11.21,7.35966,481.0,961.0,11.21
466,43.3526515,17.79721674,480.0,900.0,11.63,26.85585,480.0,900.0,11.63
467,43.47431317,17.32787704,481.0,961.0,9.76,35.898408,481.0,961.0,9.76
468,43.71562,17.22894,481.0,961.0,9.42,26.295192,481.0,961.0,9.42
469,44.05513347672377,17.450002166687323,481.0,961.0,10.35,27.261,481.0,961.0,10.35
470,43.08222786,17.96003741,480.0,840.0,11.99,18.939,480.0,840.0,11.99
471,43.82127212,17.00257824,481.0,961.0,7.77,1.0878,481.0,961.0,7.77
472,43.77238815,17.00831753,481.0,961.0,8.18,4.84344,481.0,961.0,8.18
473,43.34888233,17.78906488,481.0,961.0,8.94,9.35697,481.0,961.0,8.94
474,43.0824,17.95968,481.0,961.0,8.27,14.09205,481.0,961.0,8.27
475,43.35147,17.79922,481.0,961.0,8.61,18.568914,481.0,961.0,8.61
476,43.35442352,17.80005933,480.0,900.0,31.0,64.564,480.0,900.0,31.0
477,43.35266,17.80444,480.0,900.0,53.03,582.802,480.0,900.0,53.03
478,43.35442352,17.80005933,480.0,840.0,16.48,56.486,480.0,840.0,16.48
479,43.313928333333,17.829861666666,480.0,840.0,10.57,31.007,480.0,840.0,10.57
480,44.14417899,17.3959625,480.0,840.0,22.0,68.962,480.0,840.0,22.0
481,42.875648357754,18.427449200127,481.0,961.0,9.41,8.2908,481.0,961.0,9.41
482,43.29054,17.760627,481.0,961.0,8.8,2.3352,481.0,961.0,8.8
483,43.37293062,17.41121107,481.0,961.0,10.84,16.937382,481.0,961.0,10.84
484,43.207012,17.794347,481.0,961.0,8.91,6.841,481.0,961.0,8.91
485,43.22861,17.70194,481.0,961.0,13.65,48.21,481.0,961.0,13.65
486,43.165776466813,18.535319786064,481.0,961.0,10.56,3.007,481.0,961.0,10.56
487,43.408098333333,17.871271666666,481.0,961.0,9.17,6.458,481.0,961.0,9.17
488,43.34816,17.813051666666,480.0,840.0,15.69,37.788,480.0,840.0,15.69
489,43.344435,17.807686666666,481.0,961.0,8.36,3.6855,481.0,961.0,8.36
490,43.4733,17.32598,481.0,961.0,8.72,40.590984,481.0,961.0,8.72
491,44.14353912,17.39380057,480.0,840.0,25.0,136.624,480.0,840.0,25.0
492,43.48384214,17.29862149,481.0,961.0,20.63,180.5,481.0,961.0,20.63
493,43.082231599838,17.959783126123,481.0,961.0,10.04,9.6201,481.0,961.0,10.04
494,43.34521,17.7901,481.0,961.0,8.4,34.608,481.0,961.0,8.4
495,43.10820519,17.71376174,481.0,961.0,10.07,29.293,481.0,961.0,10.07
496,42.88264811038971,18.427269458770752,481.0,961.0,9.15,42.9555,481.0,961.0,9.15
497,43.37194,17.559,481.0,961.0,8.93,55.125,481.0,961.0,8.93
498,43.38719,17.49213,481.0,961.0,9.17,8.8704,481.0,961.0,9.17
499,43.363114,17.634783,480.0,900.0,7.81,4.536,480.0,900.0,7.81
500,43.30448,17.83164,480.0,840.0,35.0,155.001,480.0,840.0,35.0
501,42.92513,17.622468333333,481.0,961.0,21.21,106.034,481.0,961.0,21.21
502,43.11211,17.70017,481.0,961.0,8.76,11.55,481.0,961.0,8.76
503,43.839192,17.174962,481.0,961.0,7.75,0.0,481.0,961.0,7.75
504,44.14458972,17.39382312,480.0,840.0,11.44,28.543,480.0,840.0,11.44
505,43.71458514,17.23908691,481.0,961.0,8.01,0.315,481.0,961.0,8.01
506,43.344435,17.807686666666,481.0,961.0,11.5,27.988,481.0,961.0,11.5
507,43.35466,17.79733,481.0,961.0,8.08,17.304,481.0,961.0,8.08
508,43.82281781,16.99424624,481.0,961.0,8.26,0.28665,481.0,961.0,8.26
509,43.150043,17.603987,481.0,961.0,9.76,30.336,481.0,961.0,9.76
510,43.15869157,17.63928627,481.0,961.0,8.04,0.978,481.0,961.0,8.04
511,43.117092,17.697722,481.0,961.0,11.2,23.21,481.0,961.0,11.2
512,43.343041,17.798946,481.0,961.0,8.57,43.26,481.0,961.0,8.57
513,43.360384,17.802273,481.0,961.0,8.1,6.342,481.0,961.0,8.1
514,43.345545,17.799215,481.0,961.0,12.93,46.6,481.0,961.0,12.93
515,43.224819,17.695885,481.0,961.0,7.87,6.294,481.0,961.0,7.87
516,43.34108,17.805871,481.0,961.0,9.22,46.218,481.0,961.0,9.22
517,43.475001,17.325417,481.0,961.0,7.94,9.289,481.0,961.0,7.94
518,43.66299,17.7623,481.0,961.0,8.27,1.0482675,481.0,961.0,8.27
519,42.926086,17.615504,481.0,961.0,10.64,31.945515,481.0,961.0,10.64
520,43.192894,17.539936,481.0,961.0,15.0,64.043,481.0,961.0,15.0
521,43.333182,17.8154,481.0,961.0,8.86,34.322,481.0,961.0,8.86
522,43.396088,17.871369,481.0,961.0,10.49,24.46,481.0,961.0,10.49
523,43.8238559,17.0002729,481.0,961.0,10.04,1.87845,481.0,961.0,10.04
524,43.346327,17.817195,481.0,961.0,18.0,19.456,481.0,961.0,18.0
525,43.111334,17.699419,481.0,961.0,8.52,0.98,481.0,961.0,8.52
526,43.112536,17.699729,481.0,961.0,10.16,17.92434,481.0,961.0,10.16
527,43.41633743,17.29287154,481.0,961.0,11.0,3.213,481.0,961.0,11.0
528,43.18916,17.67864,481.0,961.0,8.33,4.44339,481.0,961.0,8.33
529,43.33881,17.81903,481.0,961.0,10.0,12.073,481.0,961.0,10.0
530,43.370072,17.409778,481.0,961.0,11.0,155.180256,481.0,961.0,11.0
531,43.0791928,17.9500538,481.0,961.0,21.27,110.562,481.0,961.0,21.27
532,43.763243,17.230827,481.0,961.0,8.19,13.02,481.0,961.0,8.19
533,43.37312,17.60525,481.0,961.0,7.79,1.782,481.0,961.0,7.79
534,43.3799511,17.5731857,481.0,961.0,23.38,988.155,481.0,961.0,23.38
535,42.918835,17.623683,481.0,961.0,11.13,17.975,481.0,961.0,11.13
536,43.388833,17.583623,481.0,961.0,8.89,38.509,481.0,961.0,8.89
537,43.351954,17.802762,481.0,961.0,8.57,43.26,481.0,961.0,8.57
538,43.41633743,17.29287154,481.0,961.0,11.28,22.8682125,481.0,961.0,11.28
539,43.429906,17.7661,481.0,961.0,9.45,16.904937,481.0,961.0,9.45
540,43.207427,17.668477,481.0,961.0,13.49,99.254,481.0,961.0,13.49
541,42.927226,17.6109361,481.0,961.0,9.89,37.145,481.0,961.0,9.89
542,43.1927583,17.5401808,481.0,961.0,20.0,59.235,481.0,961.0,20.0
543,44.146172,17.39155,481.0,961.0,7.95,11.036,481.0,961.0,7.95
544,42.92855,17.6084,481.0,961.0,12.63,35.9394,481.0,961.0,12.63
545,43.33346,17.81523,481.0,961.0,8.12,3.219,481.0,961.0,8.12
546,43.311751,17.830779,481.0,961.0,11.96,28.5256125,481.0,961.0,11.96
547,43.12712827287,17.67978970747,481.0,961.0,13.81,40.221,481.0,961.0,13.81
548,43.34687,17.79848,481.0,961.0,70.78,691.325,481.0,961.0,70.78
549,43.3418,17.81349,481.0,961.0,8.23,11.34,481.0,961.0,8.23
550,43.158646,18.547353,481.0,961.0,11.34,34.82031,481.0,961.0,11.34
551,43.386123,17.581203,481.0,961.0,20.0,51.238,481.0,961.0,20.0
552,43.377547,17.851378,481.0,961.0,12.33,11.299407,481.0,961.0,12.33
553,43.472595,17.326775,481.0,961.0,7.82,3.22812,481.0,961.0,7.82
554,43.135148,17.832879,481.0,961.0,12.65,25.886616,481.0,961.0,12.65
555,43.22871,17.701516,481.0,961.0,14.71,66.811,481.0,961.0,14.71
556,43.70319,17.282785,481.0,961.0,8.81,17.35356,481.0,961.0,8.81
557,43.715555,17.230788,481.0,961.0,9.36,25.716,481.0,961.0,9.36
558,43.622175,17.258022,481.0,961.0,8.64,52.92,481.0,961.0,8.64
559,43.413612,17.310452,481.0,961.0,9.05,2.26485,481.0,961.0,9.05
560,43.715532,17.228116,481.0,961.0,8.56,9.0006,481.0,961.0,8.56
561,43.658726,17.762443,481.0,961.0,12.95,26.760342,481.0,961.0,12.95
562,44.139929,17.39226,481.0,961.0,45.0,303.907,481.0,961.0,45.0
563,44.053414,17.44371,481.0,961.0,12.12,32.191,481.0,961.0,12.12
564,43.624089,17.308431,481.0,961.0,7.77,1.197,481.0,961.0,7.77
565,43.228851,17.696795,481.0,961.0,8.16,11.284812,481.0,961.0,8.16
566,43.71415,17.23876,481.0,961.0,7.79,0.932,481.0,961.0,7.79
567,44.070345,17.446652,481.0,961.0,12.59,50.11,481.0,961.0,12.59
568,43.46274,17.33218,481.0,961.0,43.89,481.123,481.0,961.0,43.89
569,44.07382749,17.44840794,481.0,961.0,14.0,56.385,481.0,961.0,14.0
570,43.1916308,17.67788673,481.0,961.0,12.44,13.192389,481.0,961.0,12.44
571,43.54227023,17.40419441,481.0,961.0,8.87,5.332026,481.0,961.0,8.87
572,43.3552,17.81367,480.0,900.0,9.35,36.879,480.0,900.0,9.35
573,42.87157,18.43223,481.0,961.0,9.84,75.81,481.0,961.0,9.84
